ID,型,お題,属性,心の読み,A側の表記,B側の表記,掛けた対象,完成文章,人間の評価
,フレーズ・慣用句型,遠くへ行く旅行,未経験の土地や文化に触れること,しらないせかい,物理的に「知らない世界」へ行く,知識や経験が不足していて「知らない世界」,世間知らずの若者,「遠くへ行く旅行」とかけて、「世間知らずの若者」と解く。その心は「どちらも『知らない世界』を知ることになるでしょう。」,
,完全な同音異義語型,情報を探すネット検索,目的の情報を「索く」,さく,索く,咲く,春の野辺,情報を探すネット検索とかけて、春の野辺と解く。その心は「どちらも『さく』でしょう。」,
,完全な同音異義語型,情報を探すネット検索,結果を吟味し「慎重」に選ぶ,しんちょう,慎重,新調,新しい服を選ぶ人,情報を探すネット検索とかけて、新しい服を選ぶ人と解く。その心は「どちらも『しんちょう（慎重/新調）』でしょう。」,
,多義語型,情報を探すネット検索,検索条件や結果を「絞る」,しぼる,絞る（範囲を狭める）,絞る（水分を出す）,お風呂上がりの人,情報を探すネット検索とかけて、お風呂上がりの人と解く。その心は「どちらも『絞る』でしょう。」,
,多義語型,情報を探すネット検索,不要な検索結果を「外す」,はずす,外す（除外する）,外す（取り外す）,上着のボタン,情報を探すネット検索とかけて、上着のボタンと解く。その心は「どちらも『外す』でしょう。」,
,フレーズ・慣用句型,情報を探すネット検索,埋もれた情報を「掘り出す」,ほりだす,掘り出す（見つけ出す）,掘り出す（土中から取り出す）,考古学者,情報を探すネット検索とかけて、考古学者と解く。その心は「どちらも『掘り出す』でしょう。」,
,フレーズ・慣用句型,情報を探すネット検索,膨大な情報から「手がかりがつかめない」,てがかりがつかめない,手がかりがつかめない（解決の糸口が見えない）,手がかりがつかめない（犯人の痕跡などが見つからない）,迷宮入りの事件,情報を探すネット検索とかけて、迷宮入りの事件と解く。その心は「どちらも『手がかりがつかめない』でしょう。」,
,完全な同音異義語型,写真を撮る撮影,カメラのシャッターを押す動作,きる,シャッターを切る,服を着る,寒い日に外出する人,「写真を撮る撮影」とかけて、「寒い日に外出する人」と解く。その心は「どちらも『きる』でしょう。」,
,完全な同音異義語型,写真を撮る撮影,被写体や瞬間を写し取る、捕らえる,とらえる,写し撮る,捕らえる（犯人や魚などを）,警察官や漁師,「写真を撮る撮影」とかけて、「警察官や漁師」と解く。その心は「どちらも『とらえる』でしょう。」,
,多義語型,写真を撮る撮影,被写体に焦点を合わせて、画像を鮮明にする,ピントをあわせる,ピントを合わせる,呼吸やタイミングを合わせる,息の合ったダンスチーム,「写真を撮る撮影」とかけて、「息の合ったダンスチーム」と解く。その心は「どちらも『ピントを合わせる』でしょう。」,
,多義語型,写真を撮る撮影,失敗してももう一度撮影し直せる性質,やりなおしがきく,やり直しがきく,失敗しても再起できる,困難を乗り越える経営者,「写真を撮る撮影」とかけて、「困難を乗り越える経営者」と解く。その心は「どちらも『やり直しがきく』でしょう。」,
,フレーズ・慣用句型,写真を撮る撮影,絶好の撮影機会を辛抱強く待つ行為,シャッターチャンスをまつ,シャッターチャンスを待つ,良い機会や獲物を待つ,獲物を狙うハンター,「写真を撮る撮影」とかけて、「獲物を狙うハンター」と解く。その心は「どちらも『シャッターチャンスを待つ』でしょう。」,
,フレーズ・慣用句型,写真を撮る撮影,カメラを構え、撮影の姿勢や体勢をとる,かまえをとる,構えを取る（カメラを）,構えを取る（武道やスポーツで）,試合前の剣道家,「写真を撮る撮影」とかけて、「試合前の剣道家」と解く。その心は「どちらも『構えを取る』でしょう。」,
,多義語型,ルールを守るコンプライアンス,規則に沿って行動すること。逸脱しない。,そらない,逸れない,反らない,反りかえる板材,ルールを守るコンプライアンスとかけて、反りかえる板材と解く。その心は「どちらも『そらない』でしょう。」,
,完全な同音異義語型,ルールを守るコンプライアンス,規則を厳守する。,まもる,守る,護る,自分の身を護る護衛,ルールを守るコンプライアンスとかけて、自分の身を護る護衛と解く。その心は「どちらも『守る（護る）ことが重要』でしょう。」,
,フレーズ・慣用句型,ルールを守るコンプライアンス,規則から外れないこと。正しい道を進むこと。,みちからはずれない,道から外れない,道から外れない,一本道を真っすぐ進む車,ルールを守るコンプライアンスとかけて、一本道を真っすぐ進む車と解く。その心は「どちらも『道から外れない』でしょう。」,
,多義語型,ルールを守るコンプライアンス,規則通りに、適切に行われること。,きちんと,きちんと,きちんと,整理整頓された部屋,ルールを守るコンプライアンスとかけて、整理整頓された部屋と解く。その心は「どちらも『きちんとすることが大切』でしょう。」,
,フレーズ・慣用句型,ルールを守るコンプライアンス,規定を厳しく監視すること。,めをひからせる,目を光らせる,目を光らせる,暗闇で獲物を狙う猫,ルールを守るコンプライアンスとかけて、暗闇で獲物を狙う猫と解く。その心は「どちらも『目を光らせる』でしょう。」,
,完全な同音異義語型,ルールを守るコンプライアンス,逸脱や違反がない。,はずれがない,外れがない,外れがない,当たりくじばかり出る福引,ルールを守るコンプライアンスとかけて、当たりくじばかり出る福引と解く。その心は「どちらも『外れがない』でしょう。」,
,多義語型,言葉を訳す翻訳,異なる言語間での意味の変換、内容の把握,ないよう,内容,内用,飲み薬,言葉を訳す翻訳とかけて、飲み薬と解く。その心は「どちらも『内用（ないよう）』でしょう。」,
,多義語型,言葉を訳す翻訳,意味を伝える、正確に変換する、言葉の橋渡し,つたえる,伝える,伝,電柱,言葉を訳す翻訳とかけて、電柱と解く。その心は「どちらも『伝える（つたえる）』でしょう。」,
,完全な同音異義語型,言葉を訳す翻訳,言葉を移し変える、意味を対応させる,いこう,意向,異稿,複数存在する小説の原稿,言葉を訳す翻訳とかけて、複数存在する小説の原稿と解く。その心は「どちらも『異稿（いこう）』でしょう。」,
,完全な同音異義語型,言葉を訳す翻訳,相手の言葉を受け止める、理解する,うけいれる,受け入れる,受け入れる,大きなバケツ,言葉を訳す翻訳とかけて、大きなバケツと解く。その心は「どちらも『受け入れる（うけいれる）』でしょう。」,
,フレーズ・慣用句型,言葉を訳す翻訳,適切な言葉を選ぶ、語彙力を使う,ことばをえらぶ,言葉を選ぶ,言葉を選ぶ,美しい鳥,言葉を訳す翻訳とかけて、美しい鳥と解く。その心は「どちらも『言葉を選ぶ（ことばをえらぶ）』でしょう。」,
,フレーズ・慣用句型,言葉を訳す翻訳,情報を解読する、理解に導く,ぶんしょうをよむ,文章を読む,文章を詠む,詩人,言葉を訳す翻訳とかけて、詩人と解く。その心は「どちらも『文章を詠む（ぶんしょうをよむ）』でしょう。」,
,多義語型,車を運転するドライブ,途中で休憩する、一時停止する、停車する,とまる,止まる,泊まる,旅の途中で宿を探す人,車を運転するドライブとかけて、旅の途中で宿を探す人と解く。その心は「どちらも『止まる（泊まる）』でしょう。」,
,多義語型,車を運転するドライブ,速度を速くする,あげる,(スピードを)上げる,(成績を)上げる,試験で良い点を取るために勉強する学生,車を運転するドライブとかけて、試験で良い点を取るために勉強する学生と解く。その心は「どちらも『上げる』でしょう。」,
,完全な同音異義語型,車を運転するドライブ,交通ルールを破る行為,はんそく,反則,反則,スポーツでルールを破る選手,車を運転するドライブとかけて、スポーツでルールを破る選手と解く。その心は「どちらも『反則』でしょう。」,
,完全な同音異義語型,車を運転するドライブ,ギアを切り替えること、変速機,へんそく,変速,変則,いつもとは違う形で進む会議,車を運転するドライブとかけて、いつもとは違う形で進む会議と解く。その心は「どちらも『変速（変則）』でしょう。」,
,フレーズ・慣用句型,車を運転するドライブ,走行する道路やルートを選ぶ,みちをきめる,道を決める,道を決める,将来の夢に向かって進路を考える高校生,車を運転するドライブとかけて、将来の夢に向かって進路を考える高校生と解く。その心は「どちらも『道を決める』でしょう。」,
,フレーズ・慣用句型,車を運転するドライブ,他の車両に進路を譲る、スペースを空ける,みちをひらく,道を開く,道を開く,新しい分野に挑戦する研究者,車を運転するドライブとかけて、新しい分野に挑戦する研究者と解く。その心は「どちらも『道を開く』でしょう。」,
,完全な同音異義語型,お金を借りるローン,お金を借りる行為,かりる,借りる,刈る,髪を刈る理容師,お金を借りるローンとかけて、髪を刈る理容師と解く。その心は『どちらも刈るでしょう。』,
,完全な同音異義語型,お金を借りるローン,ローンを組む行為,くむ,組む,汲む,井戸の水を汲む人,お金を借りるローンとかけて、井戸の水を汲む人と解く。その心は『どちらも組むでしょう。』,
,多義語型,お金を借りるローン,返済の厳しさや負担,きつい,きつい,きつい,体に合わない服を着た人,お金を借りるローンとかけて、体に合わない服を着た人と解く。その心は『どちらもきついでしょう。』,
,多義語型,お金を借りるローン,返済が滞ること,とどこおる,滞る,滞る,渋滞にはまった車,お金を借りるローンとかけて、渋滞にはまった車と解く。その心は『どちらも滞るでしょう。』,
,フレーズ・慣用句型,お金を借りるローン,返済期間が長いこと,ながいつきあい,長い付き合い,長い付き合い,昔からの親友,お金を借りるローンとかけて、昔からの親友と解く。その心は『どちらも長い付き合いでしょう。』,
,フレーズ・慣用句型,お金を借りるローン,経済的負担が重いこと,おもくのしかかる,重くのしかかる,重くのしかかる,肩に重い荷物を背負った人,お金を借りるローンとかけて、肩に重い荷物を背負った人と解く。その心は『どちらも重くのしかかるでしょう。』,
,完全な同音異義語型,税金を納める納税,金銭を差し出す行為と義務,おさめる,納める (税金を納める),修める (学問を修める),一流の職人見習い,税金を納める納税とかけて、一流の職人見習いと解く。その心は「どちらも『おさめる』ことが大事でしょう。」,
,多義語型,税金を納める納税,財政的な重荷,ふたん,負担 (経済的負担),負担 (物理的負担),重い荷物を運ぶ引っ越し業者,税金を納める納税とかけて、重い荷物を運ぶ引っ越し業者と解く。その心は「どちらも『負担』がかかるでしょう。」,
,フレーズ・慣用句型,税金を納める納税,義務の完了と負担の解消,かたがつく,片が付く (納税義務が片付く),片が付く (散らかった状態が片付く),散らかった部屋の掃除,税金を納める納税とかけて、散らかった部屋の掃除と解く。その心は「どちらも『片が付くとすっきりする』でしょう。」,
,完全な同音異義語型,税金を納める納税,必要な情報を役所に伝える行為,しんこく,申告 (税務署に所得を申告する),深刻 (事態が深刻である),重病の患者を診る医者,税金を納める納税とかけて、重病の患者を診る医者と解く。その心は「どちらも『深刻』な状況と向き合うでしょう。」,
,多義語型,税金を納める納税,公共サービスとして返ってくることへの期待,かんげん,還元 (税金が公共サービスとして還元される),還元 (デパートでのポイント還元),お買い物をたくさんする人,税金を納める納税とかけて、お買い物をたくさんする人と解く。その心は「どちらも『還元』されることを期待するでしょう。」,
,フレーズ・慣用句型,税金を納める納税,法律で定められた責任を果たす行為,ぎむをはたす,義務を果たす (納税の義務を果たす),義務を果たす (職務上の義務を果たす),夜の街を守る警備員,税金を納める納税とかけて、夜の街を守る警備員と解く。その心は「どちらも『義務を果たす』ことが求められるでしょう。」,
,完全な同音異義語型,災害に備える防災,災害発生に備え、事前に準備を行うこと,そなえ,災害への「備え」,神仏への「供え」,神棚に果物を置く人,災害に備える防災とかけて、神棚に果物を置く人と解く。その心は『どちらも「そなえ」が大切でしょう』。,
,多義語型,災害に備える防災,被害を最小限に抑えるための策を熟考すること,ねる,対策を「練る」,パン生地を「練る」,パン職人,災害に備える防災とかけて、パン職人と解く。その心は『どちらも「練る」ことが重要でしょう』。,
,フレーズ・慣用句型,災害に備える防災,常に情報収集し、異常がないか警戒すること,アンテナをはる,災害情報に「アンテナを張る」,電波を受信するため「アンテナを張る」,アマチュア無線家,災害に備える防災とかけて、アマチュア無線家と解く。その心は『どちらも「アンテナを張る」でしょう』。,
,完全な同音異義語型,災害に備える防災,危険な状況から身を守り、被害を避けること,ぼうし,災害を「防止」する,日差しを防ぐ「帽子」,炎天下で作業する農家,災害に備える防災とかけて、炎天下で作業する農家と解く。その心は『どちらも「ぼうし」が役立つでしょう』。,
,多義語型,災害に備える防災,防災に関する知識や意識を高めること,ふかめる,防災意識を「深める」,穴を「深める」,井戸掘り職人,災害に備える防災とかけて、井戸掘り職人と解く。その心は『どちらも「深める」ことが大切でしょう』。,
,フレーズ・慣用句型,災害に備える防災,災害の兆候や避難経路などを注意深く確認すること,みはる,災害の兆候に「見張る」,驚きのあまり目を大きく「見張る」,初めてマジックを見た子供,災害に備える防災とかけて、初めてマジックを見た子供と解く。その心は『どちらも「見張る」でしょう』。,
,完全な同音異義語型,挨拶を交わす名刺交換,名刺が相手の手に「渡る」行為,わたる,渡る (名刺が相手に渡る),渡る (川や橋を渡る),大河を船で渡る船頭,挨拶を交わす名刺交換とかけて、大河を船で渡る船頭と解く。その心は「どちらも『渡る』でしょう。」,
,完全な同音異義語型,挨拶を交わす名刺交換,相手との会話や名刺の受け渡しを「交わす」行為,かわす,交わす (挨拶や名刺を交わす),躱す (相手の攻撃を避ける),試合中のプロボクサー,挨拶を交わす名刺交換とかけて、試合中のプロボクサーと解く。その心は「どちらも『かわす』でしょう。」,
,多義語型,挨拶を交わす名刺交換,相手の「顔」を見て行い、名刺に「顔」写真があることもある,かお,顔 (相手の顔、顔写真),顔 (組織の代表、象徴),会社の看板を背負う敏腕社長,挨拶を交わす名刺交換とかけて、会社の看板を背負う敏腕社長と解く。その心は「どちらも『顔』があるでしょう。」,
,多義語型,挨拶を交わす名刺交換,新しい「縁」を結び、関係性が始まる,えん,縁 (人間関係の繋がり),縁 (物の端、へり),古い家の縁側でくつろぐお年寄り,挨拶を交わす名刺交換とかけて、古い家の縁側でくつろぐお年寄りと解く。その心は「どちらも『縁』を大切にするでしょう。」,
,フレーズ・慣用句型,挨拶を交わす名刺交換,自己紹介を通して自分の存在を「顔を売る」機会,かおをうる,顔を売る (自分の存在をアピールする),顔を売る (名声を得て有名になる),全国ツアー中の人気アイドル,挨拶を交わす名刺交換とかけて、全国ツアー中の人気アイドルと解く。その心は「どちらも『顔を売る』でしょう。」,
,フレーズ・慣用句型,挨拶を交わす名刺交換,礼儀として相手にお辞儀をし「頭を下げる」,あたまをさげる,頭を下げる (お辞儀をする),頭を下げる (お願いをする、謝罪する),取引先への営業で必死に頭を下げる社員,挨拶を交わす名刺交換とかけて、取引先への営業で必死に頭を下げる社員と解く。その心は「どちらも『頭を下げる』でしょう。」,
,完全な同音異義語型,子供を育てる育児,労力がかかる、心身をすり減らす,ろうひ,労費（労力を費やすこと）,浪費（お金や時間を無駄遣いすること）,贅沢三昧の生活をする富豪,子供を育てる育児とかけて、贅沢三昧の生活をする富豪と解く。その心は『どちらも労費（浪費）が激しい』でしょう。,
,完全な同音異義語型,子供を育てる育児,成長を促す、大切に育む,いくせい,育成（人材を育てること）,育生（植物や微生物などを育てること）,植物を研究する農学者,子供を育てる育児とかけて、植物を研究する農学者と解く。その心は『どちらも育成（育生）が肝心』でしょう。,
,多義語型,子供を育てる育児,世話が大変、手間がかかる,てがかかる,手がかかる（世話に手間がかかる）,手がかかる（物理的に触れる、作業が必要な）,パズルの最後のピースをはめる作業,子供を育てる育児とかけて、パズルの最後のピースをはめる作業と解く。その心は『どちらも手がかかる』でしょう。,
,多義語型,子供を育てる育児,常に注意が必要、見守る必要がある,めをはなせない,目を離せない（注意を払う、見守る）,目を離せない（物理的に視線を外せないほど魅力的、または危険な）,大画面で繰り広げられる手に汗握るスポーツ中継,子供を育てる育児とかけて、大画面で繰り広げられる手に汗握るスポーツ中継と解く。その心は『どちらも目が離せない』でしょう。,
,フレーズ・慣用句型,子供を育てる育児,予想外の出来事が多い、計画通りにいかない,てがはなせない,手が離せない（他の作業が忙しくて中断できない）,手が離せない（物理的に掴んでいて離すことができない）,溶接作業中の職人,子供を育てる育児とかけて、溶接作業中の職人と解く。その心は『どちらも手が離せない』でしょう。,
,フレーズ・慣用句型,子供を育てる育児,苦労が多い、思うようにいかない、大変な時期がある,なきわめく,泣き喚く（子供が大声で泣き叫ぶ）,泣き喚く（困難な状況で助けを求めて大声で叫ぶ、不満を訴える）,経営がうまくいかず株主総会で株主から責められる社長,子供を育てる育児とかけて、経営がうまくいかず株主総会で株主から責められる社長と解く。その心は『どちらも泣き喚きたい時がある』でしょう。,
,多義語型,重い雪かきスコップ,物理的に力を込めて作業する状態,ちからをいれる,力を入れる（物理的な労力を投入する）,力を入れる（努力や重点を置く）,新商品の開発部門,重い雪かきスコップとかけて、新商品の開発部門と解く。その心は「どちらも『力を入れる』でしょう。」,
,完全な同音異義語型,重い雪かきスコップ,雪を払い除く動作,かく,掻く（雪を掻く）,書く（文章を書く）,小説家,重い雪かきスコップとかけて、小説家と解く。その心は「どちらも『かく』でしょう。」,
,フレーズ・慣用句型,重い雪かきスコップ,物理的に持ち上げたり動かしたりするのに労力がかかる状態,こしがおもい,腰が重い（スコップが重く、作業者の腰に負担がかかる状態）,腰が重い（行動に移すのが遅い、億劫な様子）,なかなか行動しない人,重い雪かきスコップとかけて、なかなか行動しない人と解く。その心は「どちらも『腰が重い』でしょう。」,
,多義語型,重い雪かきスコップ,雪が次第に蓄積していく状態,つもる,積もる（雪がスコップや地面に積もる）,積もる（不満や疲労などが蓄積する）,ブラック企業で働く社員,重い雪かきスコップとかけて、ブラック企業で働く社員と解く。その心は「どちらも『つもる』でしょう。」,
,完全な同音異義語型,重い雪かきスコップ,道具の先端部分,さき,先（スコップの刃先）,咲き（花が咲くこと）,美しい花畑,重い雪かきスコップとかけて、美しい花畑と解く。その心は「どちらも『先』があるでしょう。」,
,フレーズ・慣用句型,重い雪かきスコップ,肉体的に非常に疲れる、大変な作業,ほねがおれる,骨が折れる（物理的に体がきつい、大変な労力を使う）,骨が折れる（非常に苦労する、骨身を惜しまない努力をする）,難しい国家試験の受験生,重い雪かきスコップとかけて、難しい国家試験の受験生と解く。その心は「どちらも『骨が折れる』でしょう。」,
,完全な同音異義語型,痛い冬の革靴,足が締め付けられる物理的な状態,しめる,締める（足を締め付ける）,湿る（水気を含んで湿る）,雨上がりの洗濯物,痛い冬の革靴とかけて、雨上がりの洗濯物と解く。その心は「どちらも『しめる』でしょう。」,
,完全な同音異義語型,痛い冬の革靴,足に生じる感覚的な苦痛,いたみ,痛み（足の痛み）,傷み（鮮度が落ちる、劣化する）,真夏の生鮮食品,痛い冬の革靴とかけて、真夏の生鮮食品と解く。その心は「どちらも『いたみ』があるでしょう。」,
,多義語型,痛い冬の革靴,サイズや形が足に適合しない状態,あわない,合わない（足に適合しない）,会わない（人と面会しない）,引きこもりの人,痛い冬の革靴とかけて、引きこもりの人と解く。その心は「どちらも『合わない』でしょう。」,
,多義語型,痛い冬の革靴,足元が冷たくなる感覚,ひえる,冷える（足が冷たくなる）,冷える（関係性が悪くなる）,夫婦喧嘩ばかりしている家庭,痛い冬の革靴とかけて、夫婦喧嘩ばかりしている家庭と解く。その心は「どちらも『冷える』でしょう。」,
,フレーズ・慣用句型,痛い冬の革靴,痛みのせいで前に進むのが困難な状態,さきがいけない,先へ行けない（痛くて前に進めない）,先へ行けない（見通しが立たない、計画が頓挫する）,事業計画が暗礁に乗り上げた会社,痛い冬の革靴とかけて、事業計画が暗礁に乗り上げた会社と解く。その心は「どちらも『先へ行けない』でしょう。」,
,フレーズ・慣用句型,痛い冬の革靴,滑りやすく、歩行時にバランスを崩しやすい状態,あしをとられる,足を取られる（雪道などで滑って転びそうになる）,足を取られる（予想外の出費で経済的に苦しくなる）,衝動買いが止まらない人,痛い冬の革靴とかけて、衝動買いが止まらない人と解く。その心は「どちらも『足を取られる』でしょう。」,
,完全な同音異義語型,熱い湯たんぽ,熱を保つ、温かさを維持する,ほおん,保温,母音,言語学を学ぶ学生,熱い湯たんぽとかけて、言語学を学ぶ学生と解く。その心は「どちらも『ほおん（保温／母音）』が大切でしょう。」,
,完全な同音異義語型,熱い湯たんぽ,湯が冷めること,ゆざめ,湯冷め,湯覚め,温泉から上がって身も心もすっきりした人,熱い湯たんぽとかけて、温泉から上がって身も心もすっきりした人と解く。その心は「どちらも『ゆざめ（湯冷め／湯覚め）』には気をつけたい（する）でしょう。」,
,多義語型,熱い湯たんぽ,体を温めるために抱える、抱きしめる,だく,抱く,抱く,大きな夢を追いかける若者,熱い湯たんぽとかけて、大きな夢を追いかける若者と解く。その心は「どちらも『抱く』と温かい気持ちになるでしょう。」,
,多義語型,熱い湯たんぽ,触れた時に感じる温度,あたたかい,温かい,温かい,困っている人に手を差し伸べる人,熱い湯たんぽとかけて、困っている人に手を差し伸べる人と解く。その心は「どちらも『温かい』でしょう。」,
,フレーズ・慣用句型,熱い湯たんぽ,熱が長持ちして冷めにくい,ねつがさめない,熱が冷めない,熱が冷めない,何十年も同じ趣味に没頭している人,熱い湯たんぽとかけて、何十年も同じ趣味に没頭している人と解く。その心は「どちらも『熱が冷めない』でしょう。」,
,フレーズ・慣用句型,熱い湯たんぽ,寒い夜の寝床を暖かくする,よをあたためる,夜を温める,夜を温める,旧友と久しぶりに語り明かすひととき,熱い湯たんぽとかけて、旧友と久しぶりに語り明かすひとときと解く。その心は「どちらも『夜を温める』でしょう。」,
,完全な同音異義語型,臭い生乾きの傘,水滴が滴り落ちて、濡れた状態が続く,たれる,水滴が垂れる,緊張が弛れる,会議がだらけて締まりがない状況,臭い生乾きの傘とかけて、会議がだらけて締まりがない状況と解く。その心は『どちらも【たれる】でしょう。』,
,多義語型,臭い生乾きの傘,不快な匂いを周囲に漂わせる,においをはなつ,匂いを放つ,異彩を放つ,誰もが認める才能ある新人,臭い生乾きの傘とかけて、誰もが認める才能ある新人 と解く。その心は『どちらも【匂いを放つ／異彩を放つ】でしょう。』,
,フレーズ・慣用句型,臭い生乾きの傘,湿気が残ってなかなか乾かず、不完全な状態である,なまがわき,生乾き,物事が中途半端な状態,結論が出ずに停滞しているプロジェクト,臭い生乾きの傘とかけて、結論が出ずに停滞しているプロジェクトと解く。その心は『どちらも【生乾き】でしょう。』,
,完全な同音異義語型,臭い生乾きの傘,雨を防ぐために大きく開く,ひろげる,広げる（傘を）,弘める（教えを）,新しい技術や思想を世の中に普及させる人,臭い生乾きの傘とかけて、新しい技術や思想を世の中に普及させる人と解く。その心は『どちらも【ひろげる】でしょう。』,
,多義語型,臭い生乾きの傘,湿気が多くて嫌な感じがする物理的な状態,じめじめ,じめじめ（湿気が多い様子）,じめじめ（気分が晴れない様子）,いつも陰気で暗い表情をしている人,臭い生乾きの傘とかけて、いつも陰気で暗い表情をしている人と解く。その心は『どちらも【じめじめ】でしょう。』,
,フレーズ・慣用句型,臭い生乾きの傘,臭いや湿気で、どう扱っていいか困る,あつかいにこまる,扱いに困る（物理的に）,扱いに困る（問題や人物を）,手に負えない問題児,臭い生乾きの傘とかけて、手に負えない問題児と解く。その心は『どちらも【扱いに困る】でしょう。』,
,完全な同音異義語型,眩しい夏用のサンバイザー,頭頂部が遮られずに開いている,あいている,開いている（上部が）,空いている（時間が）,暇な時間がある人,眩しい夏用のサンバイザーとかけて、暇な時間がある人と解く。その心は「どちらも**空いている**でしょう。」,
,多義語型,眩しい夏用のサンバイザー,日差しから目を守る,まもる,守る（目を）,守る（約束を）,約束をきちんと守る人,眩しい夏用のサンバイザーとかけて、約束をきちんと守る人と解く。その心は「どちらも**守る**でしょう。」,
,フレーズ・慣用句型,眩しい夏用のサンバイザー,日差しを防ぎ、額を涼しく保つ,あたまをひやす,頭を冷やす（物理的に）,頭を冷やす（冷静になる）,感情的になっている人,眩しい夏用のサンバイザーとかけて、感情的になっている人と解く。その心は「どちらも**頭を冷やす**でしょう。」,
,完全な同音異義語型,眩しい夏用のサンバイザー,日差しをよけて視界を確保する,よける,避ける（日差しを）,除ける（邪魔なものを）,邪魔な物を片付ける人,眩しい夏用のサンバイザーとかけて、邪魔な物を片付ける人と解く。その心は「どちらも**よける**でしょう。」,
,多義語型,眩しい夏用のサンバイザー,強い日差しを遮る,さえぎる,遮る（日差しを）,遮る（人の話を）,人との会話を途中で遮る人,眩しい夏用のサンバイザーとかけて、人との会話を途中で遮る人と解く。その心は「どちらも**遮る**でしょう。」,
,フレーズ・慣用句型,眩しい夏用のサンバイザー,前方の視界が良好になる,しかいりょうこう,視界良好（物理的な見通し）,視界良好（将来の展望）,経営が順調な会社,眩しい夏用のサンバイザーとかけて、経営が順調な会社と解く。その心は「どちらも**視界良好**でしょう。」,
,完全な同音異義語型,冷たい風鈴,涼しい音色で涼を運ぶ,すず,涼,鈴,猫の首輪,冷たい風鈴とかけて、猫の首輪と解く。その心は「どちらも『すず』でしょう。」,
,完全な同音異義語型,冷たい風鈴,風を受けて、心地よい音が鳴り響く,なり,鳴り,生り,豊作の果樹園,冷たい風鈴とかけて、豊作の果樹園と解く。その心は「どちらも『なり』が良いでしょう。」,
,多義語型,冷たい風鈴,音色で周囲に涼しさをもたらす,すずしい,涼しい,涼しい（顔）,どんな時も焦らないポーカーフェイスの持ち主,冷たい風鈴とかけて、どんな時も焦らないポーカーフェイスの持ち主と解く。その心は「どちらも『涼しい』でしょう。」,
,多義語型,冷たい風鈴,風を受けて音を立て、物理的にぶら下がって揺れる,ゆれる,揺れる,揺れる（心）,恋に迷う人,冷たい風鈴とかけて、恋に迷う人と解く。その心は「どちらも心が『揺れる』でしょう。」,
,フレーズ・慣用句型,冷たい風鈴,風が吹かないと音が出せず、じっと風を待つ,かぜまち,風待ち,風待ち,出港をじっと待つ漁船,冷たい風鈴とかけて、出港をじっと待つ漁船と解く。その心は「どちらも『風待ち』でしょう。」,
,フレーズ・慣用句型,冷たい風鈴,風がある限り、心地よい音を響かせ途切れない,おとをとぎれさせない,音を途切れさせない,話を途切れさせない,初対面の人との食事会を仕切る幹事,冷たい風鈴とかけて、初対面の人との食事会を仕切る幹事と解く。その心は「どちらも『音（話）を途切れさせない』でしょう。」,
,多義語型,痒いウールのマフラー,肌に刺激を与え、不快な感覚を覚えさせる物理的な状態,ちくちく,マフラーが肌に「ちくちく」する,人の心を「ちくちく」と刺激するような小言や嫌味,嫌味ばかり言う人,痒いウールのマフラーとかけて、嫌味ばかり言う人と解く。その心は「どちらも『ちくちく』するでしょう。」,
,完全な同音異義語型,痒いウールのマフラー,素材である「毛」が原因で肌に不快感を与える状態,け,マフラーの「毛」が刺激する,やる「気」や覇気,覇気のない新人,痒いウールのマフラーとかけて、覇気のない新人と解く。その心は「どちらも『け（毛／気）』がないでしょう。」,
,フレーズ・慣用句型,痒いウールのマフラー,痒みでじっとしていられず、落ち着かない感覚,うずうず,痒くて体が「うずうず」する,何かを始めたり、行動したくて「うずうず」する,新作ゲームの発売を待ちきれないゲーマー,痒いウールのマフラーとかけて、新作ゲームの発売を待ちきれないゲーマーと解く。その心は「どちらも『うずうず』しているでしょう。」,
,多義語型,痒いウールのマフラー,首元に「着ける」防寒具,つける,マフラーを「着ける」,不注意な行動に「気を付ける」,忘れ物が多い人,痒いウールのマフラーとかけて、忘れ物が多い人と解く。その心は「どちらも『つける（着ける／気を付ける）』でしょう。」,
,完全な同音異義語型,痒いウールのマフラー,首に「巻く」ことで使用する,まく,マフラーを首に「巻く」,畑に「撒く」種,春の訪れを待つ農家,痒いウールのマフラーとかけて、春の訪れを待つ農家と解く。その心は「どちらも『まく（巻く／撒く）』でしょう。」,
,フレーズ・慣用句型,痒いウールのマフラー,首に巻くと物理的に動きが制限され、「首が回らない」状態になる,くびがまわらない,物理的に「首が回らない」,金銭的に苦しく、やりくりができない「首が回らない」,借金に苦しむ経営者,痒いウールのマフラーとかけて、借金に苦しむ経営者と解く。その心は「どちらも『首が回らない』でしょう。」,
,多義語型,息苦しい防寒マスク,物理的に視界が狭まる,しかいがせばまる,視界が狭まる（物理的な見通し）,視野が狭まる（精神的な思考や見解）,新しい意見を聞き入れない頑固な人,「息苦しい防寒マスク」とかけて、「新しい意見を聞き入れない頑固な人」と解く。その心は「どちらも『視界が狭まる』でしょう。」,
,完全な同音異義語型,息苦しい防寒マスク,口元を覆う,おおう,覆う（顔を覆う）,負う（責任を負う）,重い責任を抱えた上司,「息苦しい防寒マスク」とかけて、「重い責任を抱えた上司」と解く。その心は「どちらも『おおう』でしょう。」,
