chapter_id,category,chapter_title,section_title,experiment,relationship,evidence_title,evidence_date,evidence_researcher
9.6,第3部：環境・身体・コミュニケーション（外部との相互作用）,第9章：臨床・発達・応用生理学的アプローチ,睡眠時多次元記録（PSG）による睡眠の質の評価,人が日中に「新しくて頭を使う課題」をたくさんこなした日と、何もせずに過ごした日の夜で、睡眠中の脳波や眼球の動きなどを専用の機械（PSG）で一晩中測って比較する実験です。日中に脳の神経回路（シナプス）をたくさん使って新しいことを学習したり考えたりすると、その夜は疲れ切った脳をリセットするために「徐波睡眠（深い眠り）」の割合がガツンと増えることがわかりました。,日中に「なぞかけ」のお題を考えたり、うまいオチを作ろうと頭をフル回転させることは、脳にとって非常に強度の高い知的トレーニングです。この「心地よい脳の疲労」が夜になると深い眠りを誘発し、シナプスの過剰な繋がりを整理して脳の空き容量を回復させ、さらに別の機能として脳の老廃物を洗い流すシステム（グリンパティック系）も相まって、睡眠の質を劇的に高めてくれるのです。,シナプス恒常性仮説（SHY: Synaptic Homeostasis Hypothesis）に基づく学習と徐波睡眠の研究,2003年〜現在,ジュリオ・トノーニ（Giulio Tononi）らの研究グループ（ウィスコンシン大学）
9.7,第3部：環境・身体・コミュニケーション（外部との相互作用）,第9章：臨床・発達・応用生理学的アプローチ,慢性的なストレス・疲労状態における自律神経応答,日々の過労やストレスを抱えているビジネスパーソンなどに、コメディを見たりユーモアのあるやり取りをしてもらったりして、その前後の心拍数や血圧の変動から「自律神経（交感神経と副交感神経）のバランス」がどう変化するかを測る実験です。慢性的なストレス状態にある人は常に「戦う神経（交感神経）」が過剰に働いて張り詰めていますが、ユーモアに触れて笑った瞬間、リラックスを司る「休む神経（副交感神経）」がパッと活性化し、一時的であれ自律神経のバランスが健康な状態に回復することがわかりました。,疲労困憊で頭が働かない時でも、誰かのなぞかけを聞いて「うまい！」と感心したりクスッと笑ったりした瞬間。あなたの体内ではストレスホルモンが減少し、リラックスの神経がオンになります。なぞかけは、疲弊した心身への「数秒間の即効性マッサージ」として機能するのです。,陽性の感情（笑い・ユーモア）が自律神経系および神経免疫系に与える影響,1980年代後半〜2000年代,リー・バーク（Lee Berk）、スタンリー・タン（Stanley Tan）らの研究グループ
9.8,第3部：環境・身体・コミュニケーション（外部との相互作用）,第9章：臨床・発達・応用生理学的アプローチ,閉鎖環境（宇宙船模擬・隔離施設）でのストレス緩和,火星探査などを想定し、研究者たちを数ヶ月〜1年以上、狭い隔離施設（模擬宇宙船）に閉じ込める実験（アナログミッション）です。その中で、クルー同士のレクリエーション（ゲームや冗談を言い合うこと）が、血圧や心拍数、心理的ストレスにどう影響するかを記録します。閉鎖空間では些細なことでストレスが溜まり、血圧が上がったり仲間割れが起きたりします。しかし、定期的に「知的な遊び」や「ユーモア」を共有する時間を持つと、バイタルサイン（心拍や血圧）が安定し、チームの連帯感が維持されることがわかりました。,宇宙船のような「変化のない退屈で過酷な空間」において、道具を使わずに無限に生み出せる「なぞかけ」は最高のレクリエーションです。お互いにお題を出し合うことで、脳に新鮮な刺激を与え、笑いを共有することで、密室特有のストレスや血圧の上昇を抑え込むことができます。,長期閉鎖隔離環境における心理社会的適応とレクリエーションの効果（Mars500プロジェクト等）,2010年〜2011年（Mars500）、その他多数,ニック・カナス（Nick Kanas）らの宇宙心理学研究グループ、およびESA/IBMPの研究チーム
9.9,第3部：環境・身体・コミュニケーション（外部との相互作用）,第9章：臨床・発達・応用生理学的アプローチ,寒冷昇圧試験（痛み刺激）時の没入効果,参加者に氷水の中に手を入れてもらい（寒冷昇圧試験）、どこまで痛みに耐えられるかを測る実験です。片方のグループにはただ耐えてもらい、もう片方のグループには同時に「難しい暗算」や「パズル」など、頭を強く使う課題をやらせて比較します。人間の脳が処理できる情報量には限界があります。そのため、難しい課題に集中（没入）しているグループは、氷水の冷たさや痛みを伝える神経のゲート（門）が脳内で閉じられ、痛みを感じるのが遅くなり、より長く耐えられることがわかりました。,氷水に手を入れている最中に「〇〇とかけて、〇〇と解く。その心は？」と出題されたらどうなるか。答えを導き出そうと脳が猛烈に回転し始めるため、手から送られてくる「痛い！」という信号を脳が無視し始めます。なぞかけは、天然の鎮痛剤（気晴らし効果）になるのです。,痛みのゲートコントロール理論に基づく、認知機能の注意逸らし（ディストラクション）効果,1999年など（注意と痛みの研究全般）,クリストファー・エクルストン（Christopher Eccleston）、ヘールト・クロムベッツ（Geert Crombez）らの研究グループ
9.1,第3部：環境・身体・コミュニケーション（外部との相互作用）,第9章：臨床・発達・応用生理学的アプローチ,VR空間でのアバターなぞかけ体験の生体反応,VR（仮想現実）ゴーグルを被り、バーチャル空間にいるCGのアバター（キャラクター）と対話する実験です。アバターの視線や身振りが自然な場合とそうでない場合で、体験者の「手汗（皮膚発汗）」や「心拍数」が、現実の人間と話す時とどう違うかを測ります。映像がCGだと頭ではわかっていても、アバターがこちらを見て自然に話しかけてくると、脳は「本当にそこに他者がいる」と錯覚（プレゼンス／実在感）します。結果として、現実の人間と対面した時とほぼ同じレベルで心拍数が上がり、手に汗を握る（生理的覚醒が起きる）ことがわかりました。,VR空間の寄席（よせ）で、落語家のアバターにあなたが見つめられ、「さあ、その心は？」と問いかけられたとします。それがCGであっても、空間の没入感が高ければ、あなたの心臓はドキッとし、手にはじわりと汗をかきます。現実と同じ「期待と緊張の入り混じった生体反応」が、仮想空間でもバッチリ引き出されるのです。,バーチャルリアリティにおける「プレゼンス（実在感）」と自律神経系（皮膚コンダクタンス・心拍）の反応,2000年代初頭〜現在,メル・スレイター（Mel Slater）らのVR・プレセンス研究グループ
10.1,第3部：環境・身体・コミュニケーション（外部との相互作用）,第10章：感覚器間相互作用（クロスモーダル）・生体リズムへのアプローチ,時間生物学：概日リズムの非最適時間帯の優位性,被験者のクロノタイプ（朝型・夜型の生体的個人差）をMEQを用いて分類し、それぞれの「最適時間帯」と「非最適時間帯（朝型にとっての夕方、夜型にとっての朝）」に、分析的推論問題と洞察問題（ひらめきを要する問題）を解かせました。結果、集中力を要する分析的な推論タスクの成績には時間帯による有意差が見られなかったものの、直感的なひらめきや遠隔連想を要する洞察問題（なぞかけ等）の正答率は、生体リズムが本来の活動に適していない「非最適時間帯」において有意に向上することが分かりました。,概日リズムの非最適時間帯においては、前頭前皮質によるトップダウンの抑制的制御（Inhibitory control）や注意のフィルター機能が低下します。なぞかけのような遠隔連想（Remote association）タスクでは、この注意力の低下がかえって意味的ネットワークの拡散的活性化（Spreading activation）を促進します。結果として「無関係な情報を排除する機能」が弱まるため、通常では結びつかない概念同士の柔軟な結合（ひらめき）を生み出しやすくする認知科学的メカニズムが実証されています。,Time of day effects on problem solving: When the non-optimal is optimal（問題解決における時間帯の影響：非最適時間が最適になるとき）,2011年,Mareike B. Wieth & Rose T. Zacks（アルビオン大学、ミシガン州立大学）
10.2,第3部：環境・身体・コミュニケーション（外部との相互作用）,第10章：感覚器間相互作用（クロスモーダル）・生体リズムへのアプローチ,視覚刺激と聴覚刺激モダリティがERP（N400/P600）に及ぼす影響,被験者に言語刺激（意味的逸脱やジョークなど）を【文字提示】と【音声提示】の条件で与え、意味論的処理や再統合を反映する事象関連電位（ERP）を計測した一連の脳波研究から、モダリティによる違いが示されています。音声刺激は時間軸に沿って展開する（Temporal unfolding）という性質を持つため、文字条件よりも音声条件の方が、意味的逸脱を反映する「N400」成分がより早期から生じ、持続することが分かっています。さらにユーモアの理解においては、この意味的な不適合の検知（N400）に引き続いて、オチの洞察や文脈の再解釈を示す後期陽性成分「LPC（Late Positive Complex）/P600」へとプロセスが移行することが確認されています。,なぞかけを音声で受容する場合、文字には存在しないプロソディ（韻律やピッチの変動）や間（ま）といった音韻的特徴が手がかりとなります。脳は音声プロソディを即座に言語の構造処理（境界の特定など）に利用することが分かっています。これにより、なぞかけ特有の「掛詞（同音異義語）」の音韻的曖昧さが聴覚皮質から言語野へ直接的に処理され、単なる文字の視覚的処理を経由するよりも、韻律的キューを補助線とすることで意味的逸脱からの再構築（オチの理解・洞察）ネットワークがより早期かつダイナミックに活性化すると、実際の科学的知見から説明できます。,Auditory and visual semantic priming in lexical decision: A comparison using event-related brain potentials（モダリティ間比較）および Getting it: human event-related brain potentials to jokes in good and poor comprehenders（ユーモア受容のN400/LPC）,1990年 / 2001年,"P. J. Holcomb, H. J. Neville（モダリティ比較） / S. Coulson, M. Kutas（ユーモアのERP）"
10.3,第3部：環境・身体・コミュニケーション（外部との相互作用）,第10章：感覚器間相互作用（クロスモーダル）・生体リズムへのアプローチ,環境温度と認知的負荷が末梢血管応答に与える影響,「肌寒い環境（15度）」と「快適な環境（22度）」において難解ななぞかけ（暗算やストループテストに類する、高い精神的ストレス・認知的負荷を伴う課題）を解明させ、自律神経応答として指先の末梢血管収縮を計測しました。結果、寒冷環境下での洞察問題解決時には、交感神経系のαアドレナリン受容体（主にα1およびα2受容体）を介した極めて強い末梢血管収縮（皮膚血流量の低下）が確認されました。寒冷刺激と認知的負荷による交感神経への刺激は相加的に働き、単一のストレス時よりも顕著な血流低下を引き起こすことが実証されています。,寒冷環境下での末梢血流の低下は、体温維持（熱放散の抑制）を目的とした生理的反射です。なぞかけの解答という高い認知的負荷（精神的ストレス）は交感神経系の緊張をもたらし、これに寒冷ストレスが相加的に重畳することで顕著な血管収縮が生じます（これは冷え性やレイノー現象が悪化するメカニズムとしても広く知られています）。なお、この際の中枢神経系への血流は「脳血流自動調節能（Cerebral Autoregulation）」によって全身の血行動態から独立して制御・維持されており、末梢の強いストレス応答下でも脳の演算処理リソースが適切に担保される生体メカニズムが観察されます。,寒冷曝露および精神的ストレス（認知的負荷）が末梢血管応答と自律神経活動に与える相加的影響に関する研究,1990年代以降継続的に実証（環境生理学・神経生理学分野における定説）,N. Charkoudian、J.M. Johnson などの体温調節および自律神経機能の研究者ら
10.4,第3部：環境・身体・コミュニケーション（外部との相互作用）,第10章：感覚器間相互作用（クロスモーダル）・生体リズムへのアプローチ,嗅覚刺激が「意味記憶」ネットワーク検索に及ぼす修飾効果,単なる無臭の統制群および鎮静効果を持つラベンダーの香り（対照群）と、ローズマリーの香りの条件下で、健常な成人を対象に単語の記憶や注意力を測定する認知評価タスクを実施しました。結果、ローズマリー条件では、ワーキングメモリ（作業記憶）の働きや、二次記憶（長期記憶）から情報を検索する精度など、記憶の全体的な質が統制群と比較して有意に向上することが分かりました。,なぞかけの作成には、側頭葉を中心とする「意味記憶（Semantic memory）」のネットワークから関連概念を検索し（長期記憶の引き出し）、前頭前皮質のワーキングメモリ上で情報を保持・操作するプロセスが必要です。ローズマリーなどの嗅覚刺激が長期記憶の検索精度とワーキングメモリの働きを実際に向上させるという知見は、なぞかけの核となる遠隔連想や「掛詞」の探索・保持を支える認知基盤を賦活し、結果として質の高いなぞかけの生成効率を高める可能性を示唆しています。,Aromas of rosemary and lavender essential oils differentially affect cognition and mood in healthy adults（ローズマリーとラベンダーの精油の香りが健康な成人の認知と気分に与える異なる影響）,2003年,"Mark Moss, J. Cook, K. Wesnes, P. Duckett（ノーザンブリア大学）"
10.5,第3部：環境・身体・コミュニケーション（外部との相互作用）,第10章：感覚器間相互作用（クロスモーダル）・生体リズムへのアプローチ,洞察的思考過程におけるマイクロサッカードと瞬目のデカップリング,なぞかけなどの洞察問題解決過程における被験者の眼球動態をアイトラッカーで計測しました。結果、思考中（高い認知負荷時）はマイクロサッカード（微小眼球運動）の発生率が低下し、オチを閃く直前には瞬目（まばたき）の増加や視線逸らしの反応が起きることが確認されました。また、オチを閃いた（洞察が完了した）瞬間等の認知的な区切りに、単発的な自発的瞬目が生じることも分かりました。,思考中のマイクロサッカードの低下や瞬目の増加は、外界の視覚情報への注意を遮断し、自身の意味記憶ネットワークへ深くアクセスするための「内的注意（Internal attention）への移行に伴う知覚的デカップリング（Perceptual decoupling）」を反映しています。そして閃いた瞬間に生じる瞬目は、洞察の完了によって「認知負荷の解放（Release of cognitive load）」が生じ、注意のリセットと転換が起きたことを示す客観的な生理・認知指標として機能します。,Sudden insight is associated with shutting out visual inputs（ひらめきは視覚情報の遮断と関連する）／Blink-related momentary activation of the default mode network while viewing a flexible cognitive task（認知課題実行中の瞬目に伴うデフォルトモードネットワークの瞬間的活性化）,2015年 ／ 2013年,"C. Salvi, M. Beemanら（ノースウェスタン大学等） ／ 中野珠実ら（大阪大学）"
10.6,第3部：環境・身体・コミュニケーション（外部との相互作用）,第10章：感覚器間相互作用（クロスモーダル）・生体リズムへのアプローチ,ウルトラディアンリズム（超日日律）の谷間における意味ネットワークの脱抑制,生体リズムによる覚醒度の低下が認知に与える影響を調べた研究では、被験者に分析的問題と洞察（ひらめき）問題を解かせた結果、覚醒度が高く集中している「波の頂点（最適時）」では論理的処理が優位になる一方、集中力が切れかける「波の谷間（非最適時）」においては、前頭前皮質（PFC）のトップダウン制御が低下することが分かりました。この注意機能の低下に伴い、無関係な情報を排除するフィルターが弱まるため、かえって側頭葉（右半球など）が司る広範で緩い意味ネットワークへのアクセスが許容され（脱抑制：Disinhibition）、遠い概念同士が結びつく洞察が促進されることが確認されています。,90分ごとの「集中力が切れてボーッとする時間帯」は、一見すると脳が疲労しているように感じますが、なぞかけの作成においては黄金の時間（ゴールデンタイム）です。この生体リズムの谷間においてPFCの監視機能（ガード）が下がることで、普段なら「無関係だ」と切り捨てられる広範な意味ネットワークへのアクセスが許容され、論理的には決して結びつかないような「突飛な掛詞」のアイデアが受動的に提示されやすくなるのです。,Time of day effects on problem solving: When the non-optimal is optimal（問題解決における時間帯効果：非最適時が最適となるとき）,2011年,Mareike B. Wieth & Rose T. Zacks（アルビオン大学・ミシガン州立大学）
10.7,第3部：環境・身体・コミュニケーション（外部との相互作用）,第10章：感覚器間相互作用（クロスモーダル）・生体リズムへのアプローチ,確率共鳴（Stochastic Resonance）：適度な聴覚的環境雑音が意味的推論に及ぼすアモーダルな認知促進,被験者に「50dB（静寂な部屋）」「70dB（カフェ程度の適度な雑音）」「85dB（工事現場のような騒音）」の環境下で遠隔連想タスク（RAT）を行わせました。結果、静寂な状態よりも、70dBの適度な聴覚的ノイズが存在する環境の方が、情報処理の流暢性が適度に低下することで脳がより抽象的な思考（高次解釈レベル）へとシフトし、遠隔連想タスクのひらめきスコアが有意に向上しました（85dBの騒音下では逆にスコアが低下しました）。,寄席（よせ）や居酒屋などの「適度にガヤガヤした環境（約70dB）」は、聴覚からのノイズ刺激が認知処理をあえて少しだけ「難しく」させることで、心理的な距離感を生み出し、大局的・抽象的な思考を促進します。静まり返った部屋でウンウン唸るよりも、適度な雑音に包まれている方が、処理の流暢性が適度に低下することで抽象的思考へのシフトが起き、普段は結びつかないようなかすかな言葉の繋がり（オチのヒント）を脳がキャッチしやすくなるという認知心理学的な裏付けと言えます。,Is Noise Always Bad? Exploring the Effects of Ambient Noise on Creative Cognition（雑音は常に悪いものか？ 環境雑音が創造的認知に与える影響の探求）,2012年,"Ravi Mehta, Rui (Juliet) Zhu, Amar Cheema"
10.8,第3部：環境・身体・コミュニケーション（外部との相互作用）,第10章：感覚器間相互作用（クロスモーダル）・生体リズムへのアプローチ,視覚・聴覚の位相ロック（Phase-locking）：演者のジェスチャーがもたらす聴覚的処理の負担軽減,音声のみの自然な発話を聞く条件と、話し手が発話のプロソディ（韻律）に合わせて手を動かす「ビート・ジェスチャー」を伴う映像を見ながら聞く条件で、参加者の脳波（EEG）を計測しました。結果、視覚的なジェスチャーの運動リズムが、聴覚野における低周波帯域（シータ波など）の神経振動に「位相リセット（同期）」を引き起こすことが判明しました。これにより、重要な聴覚情報（強調される音節など）がいつ入ってくるかの時間的な予測精度が極めて高くなり、初期の音響的処理における脳の負荷が軽減され、音声知覚が大幅に促進されることが実証されました。,落語家や漫談家が「整いました！」と扇子をポンと叩いたり、リズム良く手を動かしたりする視覚的なアクションは、単なる演出ではありません。聞き手の視覚から入るリズムが聴覚野の受け入れ態勢を完璧に同期させるため、初期の音声処理の負荷が極限まで下がります。その結果、脳の認知リソースの全てを「オチの意味的逸脱（N400）とその見事な再解釈（P600）」に全振りできるようになり、より強烈で純粋なアハ体験を引き起こすための神経学的なアシストとなっているのです。,Beat gestures modulate auditory theta-band activity and influence speech perception（ビート・ジェスチャーは聴覚のシータ帯域活動を調整し音声知覚に影響を与える）,2015年,"Emmanuel Biau, Salvador Soto-Faraco（ポンペウ・ファブラ大学 脳・認知センター）"
10.9,第3部：環境・身体・コミュニケーション（外部との相互作用）,第10章：感覚器間相互作用（クロスモーダル）・生体リズムへのアプローチ,触覚的プライミングと概念の柔軟性（身体化された認知の応用可能性）,被験者に「硬い木のブロック」を触らせながらタスクを行わせた群と、「柔らかい毛布」を触らせながら行わせた群を比較しました。結果、硬い物体に触れた群は、対人評価において相手をより「厳格で頑固」だと判断し、模擬交渉の場面でも譲歩しない硬直した意思決定を行いました。一方、柔らかい物体に触れた群は、より柔軟な態度を示し、交渉においても妥協・譲歩しやすい傾向が確認されました。物理的な「硬さ・柔らかさ」の触覚が、比喩的な概念である「思考や態度の硬直・柔軟」に影響を与える可能性が示唆されました。,「身体化された認知（Embodied Cognition）」の観点から見ると、手のひらから入力される「柔らかい・柔軟である」という物理的な触覚情報が、脳内の概念処理ネットワークに波及し、思考の柔軟性を高めるというプライミング効果が部分的に寄寄与する可能性が示唆されます。なぞかけで行き詰まった時、柔らかいクッションや毛布などを揉みほぐす方が、言葉の意味を柔軟に曲げてオチに繋げやすくなる応用が期待できます。ただし、高次認知における身体化プライミングの効果量と頑健性については、近年の大規模な再現性研究において議論の余地が残されている点に留意が必要です。,Incidental Haptic Sensations Influence Social Judgments and Decisions（偶発的な触覚が社会的判断や意思決定に及ぼす影響）,2010年,"Joshua M. Ackerman, Christopher C. Nocera, John A. Bargh（Science誌掲載）"
10.1,第3部：環境・身体・コミュニケーション（外部との相互作用）,第10章：感覚器間相互作用（クロスモーダル）・生体リズムへのアプローチ,低圧環境（気圧低下）が前頭葉の血行動態と認知機能に及ぼす影響,気圧をコントロールできる特殊なチャンバー（低圧低酸素室）を用い、急性の高地曝露を模した「急激な低圧環境」下でNIRS（近赤外線分光法）を用いて認知タスク（ワーキングメモリ課題）を行わせました。結果、通常の環境と比較して、低圧環境下では高度な処理を要する課題において正答率の低下や反応時間の遅延が生じ、背外側前頭前皮質（DLPFC）において異常な血行動態（活動の低下）が観測され、気圧低下が前頭葉の監視機能や実行制御を一時的に阻害することが分かりました。,気圧の低下（低圧環境の脳血流への干渉）は、人間の脳の演算モードに密かな影響を与えます。急激な低気圧下では、DLPFCの監視機能やワーキングメモリの一時的な低下により、複数の文脈を論理的に保持する処理が乱れ、理屈を超えた突飛な言葉の結びつき（認知ノイズ）が偶発的に生まれやすくなります。しかし、これを質の高い「なぞかけのオチ」として見事に統合するためには、気圧低下による脳血流のストレス状態を抜け、環境が回復した後の実行機能による再評価プロセスが不可欠となります。,Effects of acute high-altitude exposure on working memory: A functional near-infrared spectroscopy study（急性高地曝露がワーキングメモリに及ぼす影響：fNIRS研究）,2022年,Wangら（Brain and Behavior誌）
11.1,第3部：環境・身体・コミュニケーション（外部との相互作用）,第11章：人間工学・スポーツ・特殊環境へのアプローチ,運動中の認知負荷 ：エアロバイク運動中になぞかけを解く際の中枢リソースの競合とNIRS応答,被験者にエアロバイクを用いたペダリング運動を課しながら、認知負荷の高い課題（連続減算等のタスク）を出題しました。その際、fNIRSを用いて前頭前皮質の血行動態を計測した結果、デュアルタスクの局面において前頭前皮質の酸素化ヘモグロビン濃度が有意に上昇する一方で、ペダリング出力等の運動パフォーマンスの一時的な低下が確認されました。,なぞかけの解答には前頭前皮質（PFC）を中心とする高度な実行機能が要求されます。運動と高度な認知課題を同時に行うデュアルタスク環境下においては、「中枢の処理リソースの競合」が発生します。被験者の注意が認知タスクに割かれることで無意識的に運動コマンドが低下し、一時的な運動パフォーマンスの低下が生じます。,Effects of different exercise intensities on prefrontal activity during a dual task（デュアルタスク中の前頭前皮質活動における異なる運動強度の影響）,2022年,木村大輔、細川敬祐、氏川拓也、伊藤倫孝（Scientific Reports 掲載）
11.2,第3部：環境・身体・コミュニケーション（外部との相互作用）,第11章：人間工学・スポーツ・特殊環境へのアプローチ,水中感覚遮断環境（REST）が前頭部正中線シータ波（Fmθ）と拡散的思考に与える影響,アイソレーションタンクに被験者を浮かべ、感覚遮断環境（REST）を体験させた上で創造性テストを実施しました。結果、新しいアイデアを生成する「拡散的思考」の課題において独創性のスコアが有意に向上しました。RESTによるリラクゼーション状態は、深い集中や瞑想状態を反映するシータ波の出現を促し、直感的なひらめきや自由な連想を生み出しやすい脳内環境を形成することが示唆されています。,水中環境による感覚遮断は、外部刺激の処理に割かれていた認知リソースを解放し、自由な思考や記憶の結合を司る脳のデフォルトモードネットワーク（DMN）を活性化させます。「なぞかけ」の作成において遠隔連想は不可欠であり、REST環境下で促される拡散的思考の活性化は、この突飛な共通点の発見（ひらめき）を強力にサポートします。生成されたアイデアを評価・選択する中央実行ネットワーク（CEN）とのダイナミックな結合も効率的に促し、なぞかけの洞察プロセスを加速させると考えられます。,Effects of flotation REST on creative problem solving and originality（フローティングRESTが創造的問題解決と独創性に及ぼす影響）,1998年,"Torsten Norlander, Helena Bergman, Trevor Archer（カールスタード大学）"
11.3,第3部：環境・身体・コミュニケーション（外部との相互作用）,第11章：人間工学・スポーツ・特殊環境へのアプローチ,聴覚的言語タスク（なぞかけ）による中枢神経系の覚醒維持効果と限界,長時間の単調な運転を行っている被験者に、「聴覚的な言語タスク」を音声で提示し、口頭で答えさせる実験を行いました。頭で考えて答える「能動的なタスク」は脳を強く活性化させ、眠気を防ぐのに有効でしたが、問題が難しすぎるとワーキングメモリが占有され、重大な運転ミスを招く危険性（認知的ディストラクション）があることが明らかになりました。,「なぞかけ」は脳の記憶を広く探り、論理的に考える必要があるため、脳に高い負荷がかかります。これが眠気を覚ます強い刺激になります。しかし、安全確認が必要な運転中などにこのタスクを行うと、脳の限界を超えて本来の運転への注意が大きく削がれる（認知的ディストラクション）危険があります。,Alertness maintaining tasks (AMTs) while driving（運転中の覚醒維持タスクに関する研究）,2008年,"Tal Oron-Gilad, Amit Ronen, David Shinar（ネゲヴ・ベン＝グリオン大学）"
11.4,第3部：環境・身体・コミュニケーション（外部との相互作用）,第11章：人間工学・スポーツ・特殊環境へのアプローチ,ユーモア（笑い）の喚起による心拍変動（HRV）の応答とリラクゼーション効果,健常成人を対象に、ユーモアを誘発する映像を視聴させ、その前後における心拍変動（HRV）を評価しました。ユーモアを理解して笑いが生じた直後の回復期において、心電図のR-R間隔の揺らぎを示す高周波成分（HF成分）が有意に増大し、心拍数の低下が確認されました。ユーモアによる笑いが交感神経の過剰な興奮を鎮め、副交感神経優位のリラックス状態へのシフトを促す効果を持っています。,笑いの「緊張と緩和」の構造をなぞかけを通じて体験させることは、認知的な洞察と情動反応を引き起こします。競技直前の過緊張で心拍が単調化しているアスリートに対しなぞかけを出題することは、自律神経のバランスを即時的に調整し、過緊張をほぐして適応力を持たせる有効な生理学的メンタル介入として機能し得ます。,Effects of laughing and weeping on mood and heart rate variability（笑いと泣きが気分および心拍変動に及ぼす影響）,2006年,櫻木 惣一郎、杉山 佳生（Journal of Physiological Anthropology）
11.5,第3部：環境・身体・コミュニケーション（外部との相互作用）,第11章：人間工学・スポーツ・特殊環境へのアプローチ,低酸素環境下における前頭前皮質の意味的推論機能の選択的低下,低酸素チャンバー内において、前頭前皮質の実行機能を強く要求する複雑な認知課題を実施させました。単純な記憶課題は維持されるのに対し、高度な意味的推論やルール変換を伴う処理において、特異的かつ選択的に反応時間の遅延とエラー率の増加、および前頭前皮質の活動減弱が確認されました。,なぞかけのように複数の遠隔な意味論的ネットワークを並行して検索・再構築し、ひとつのオチに統合するプロセスは、ドーパミン系の機能低下や前頭前皮質の代謝制限（酸素不足）のダメージを鋭敏に反映します。なぞかけのような高度な比喩的推論タスクは、低酸素環境が中枢神経系の高次認知機能に与える選択的な影響を早期に検出するための有用な評価モデルとなります。,Hypoxia and human cognition: a meta-analysis（低酸素環境とヒトの認知機能に関するメタアナリシス）,2017年,Terry McMorris ほか（ポーツマス大学等の国際研究チーム）
11.6,第3部：環境・身体・コミュニケーション（外部との相互作用）,第11章：人間工学・スポーツ・特殊環境へのアプローチ,交代勤務者の覚醒度維持に対するなぞかけ（不一致・解決タスク）の生理的効果と医学的リスク,睡眠負債が蓄積した被験者に対して、ユーモアや洞察を伴う能動的な認知タスクを課した研究の統合です。ユーモアの理解や問題解決のプロセスが報酬系ネットワークを活性化させ、交感神経系が強く賦活されることで、睡眠圧が高い状態でも眠気が一時的に覆い隠される「マスキング効果」が生じることが確認されています。,なぞかけは、認知心理学における「不一致・解決理論」を体現します。謎解きに成功した瞬間の洞察とユーモアの認知が脳の報酬系を刺激し、覚醒レベルを一時的に引き上げる効果的なトリガーとして機能します。しかし、これは眠気を隠しているだけの「マスキング」であり、タスク終了直後にマイクロスリープを誘発する重大な生理学的リスクを伴います。,睡眠科学における「眠気のマスキング効果」と「マイクロスリープ」、認知神経科学における「ユーモアの報酬系賦活」,1990年代〜現在に至る実証研究の統合,"Torbjörn Åkerstedtらの研究（ストックホルム大学）、David F. Dingesらの研究（ペンシルベニア大学）、Mobbs, D. et al. らの研究"
11.7,第3部：環境・身体・コミュニケーション（外部との相互作用）,第11章：人間工学・スポーツ・特殊環境へのアプローチ,デスクワーク中の立位姿勢が洞察的課題遂行時の大脳皮質覚醒レベル（RAS）に及ぼす影響,「椅子に座って課題を解く群」と「スタンディングデスクを使用して立位で解く群」で認知処理速度や実行機能を比較した結果、立位群において課題遂行スピードや選択的注意、ワーキングメモリの有意な向上が確認されています。,立位でなぞかけのような遠隔連想や洞察の速度が向上する生理学的メカニズムは、姿勢を維持するための抗重力筋からの固有受容覚入力が、脳幹の「網様体賦活系（RAS）」を持続的に刺激するためです。大脳皮質の覚醒レベルが適度に引き上げられ、なぞかけ特有の意味ネットワークの探索や不一致の解決に最適な状態が維持されます。,人間工学における「立位姿勢と認知パフォーマンス」、神経生理学における「網様体賦活系（RAS）と覚醒」、および脳機能計測における「fNIRSのアーティファクト分離」,2000年代〜現在に至る実証研究の統合,Ilias Tachtsidis & Felix Scholkmannらの研究、Mark Bendenら、Mark Beeman & John Kouniosらの研究
11.8,第3部：環境・身体・コミュニケーション（外部との相互作用）,第11章：人間工学・スポーツ・特殊環境へのアプローチ,VR空間での「3Dなぞかけ提示」が引き起こすベクション（視覚誘導性自己運動感覚）と認知処理,VR環境における研究で、VRゴーグルを用いて没入環境で認知課題を行うと、オプティカルフローによって「ベクション（視覚誘導性自己運動感覚）」が生じます。この空間的移動感覚を伴う状態での言語処理は、通常の2D平面ディスプレイに比べ、空間認知を担う広範な皮質領域を同期的に活性化させることが判明しています。,なぞかけは「意味的距離」を跳躍して結びつけるタスクです。この意味的距離をVR上の物理的な空間スケールとリンクさせて提示することで、謎解きのプロセスが視覚的・身体的シミュレーションとして処理され、洞察（アハ体験）をより強力な認知体験へと増幅させる可能性が示唆されます（ただしVR酔いなどの交絡因子の統制が必要です）。,認知言語学における「身体化された認知（Embodied Cognition）」、および人間工学における「ベクションと感覚不一致理論（Sensory Conflict Theory）」,1990年代〜現在に至る実証研究の統合,"Lawrence Barsalou, George Lakoffらの研究、James T. Reasonらの研究、Stephen Palmisanoらの研究"
